,time,lat,lon,height,tas
0,2015-01-16 12:00:00,32.918007160613975,296.71875,2.0,292.19977
1,2015-02-15 00:00:00,32.918007160613975,296.71875,2.0,291.42816
2,2015-03-16 12:00:00,32.918007160613975,296.71875,2.0,290.5005
3,2015-04-16 00:00:00,32.918007160613975,296.71875,2.0,291.55014
4,2015-05-16 12:00:00,32.918007160613975,296.71875,2.0,293.13428
5,2015-06-16 00:00:00,32.918007160613975,296.71875,2.0,294.81662
6,2015-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.46408
7,2015-08-16 12:00:00,32.918007160613975,296.71875,2.0,298.5604
8,2015-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.66104
9,2015-10-16 12:00:00,32.918007160613975,296.71875,2.0,297.06616
10,2015-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.75504
11,2015-12-16 12:00:00,32.918007160613975,296.71875,2.0,292.7641
12,2016-01-16 12:00:00,32.918007160613975,296.71875,2.0,292.1043
13,2016-02-15 12:00:00,32.918007160613975,296.71875,2.0,291.74133
14,2016-03-16 12:00:00,32.918007160613975,296.71875,2.0,291.23572
15,2016-04-16 00:00:00,32.918007160613975,296.71875,2.0,292.11954
16,2016-05-16 12:00:00,32.918007160613975,296.71875,2.0,293.54468
17,2016-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.7676
18,2016-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.5024
19,2016-08-16 12:00:00,32.918007160613975,296.71875,2.0,298.5641
20,2016-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.60666
21,2016-10-16 12:00:00,32.918007160613975,296.71875,2.0,297.2607
22,2016-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.71378
23,2016-12-16 12:00:00,32.918007160613975,296.71875,2.0,292.4437
24,2017-01-16 12:00:00,32.918007160613975,296.71875,2.0,291.76617
25,2017-02-15 00:00:00,32.918007160613975,296.71875,2.0,291.0556
26,2017-03-16 12:00:00,32.918007160613975,296.71875,2.0,290.99356
27,2017-04-16 00:00:00,32.918007160613975,296.71875,2.0,290.8621
28,2017-05-16 12:00:00,32.918007160613975,296.71875,2.0,292.81442
29,2017-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.44485
30,2017-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.53415
31,2017-08-16 12:00:00,32.918007160613975,296.71875,2.0,298.7316
32,2017-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.62863
33,2017-10-16 12:00:00,32.918007160613975,296.71875,2.0,296.8166
34,2017-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.56223
35,2017-12-16 12:00:00,32.918007160613975,296.71875,2.0,293.45438
36,2018-01-16 12:00:00,32.918007160613975,296.71875,2.0,292.38895
37,2018-02-15 00:00:00,32.918007160613975,296.71875,2.0,291.92352
38,2018-03-16 12:00:00,32.918007160613975,296.71875,2.0,291.46967
39,2018-04-16 00:00:00,32.918007160613975,296.71875,2.0,290.8499
40,2018-05-16 12:00:00,32.918007160613975,296.71875,2.0,292.9452
41,2018-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.53473
42,2018-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.48865
43,2018-08-16 12:00:00,32.918007160613975,296.71875,2.0,298.57803
44,2018-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.44543
45,2018-10-16 12:00:00,32.918007160613975,296.71875,2.0,296.61557
46,2018-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.2995
47,2018-12-16 12:00:00,32.918007160613975,296.71875,2.0,292.12643
48,2019-01-16 12:00:00,32.918007160613975,296.71875,2.0,292.09912
49,2019-02-15 00:00:00,32.918007160613975,296.71875,2.0,291.82816
50,2019-03-16 12:00:00,32.918007160613975,296.71875,2.0,291.3929
51,2019-04-16 00:00:00,32.918007160613975,296.71875,2.0,291.76892
52,2019-05-16 12:00:00,32.918007160613975,296.71875,2.0,293.32208
53,2019-06-16 00:00:00,32.918007160613975,296.71875,2.0,296.04776
54,2019-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.8497
55,2019-08-16 12:00:00,32.918007160613975,296.71875,2.0,298.61926
56,2019-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.935
57,2019-10-16 12:00:00,32.918007160613975,296.71875,2.0,298.0903
58,2019-11-16 00:00:00,32.918007160613975,296.71875,2.0,295.26376
59,2019-12-16 12:00:00,32.918007160613975,296.71875,2.0,293.65076
60,2020-01-16 12:00:00,32.918007160613975,296.71875,2.0,291.49258
61,2020-02-15 12:00:00,32.918007160613975,296.71875,2.0,291.95706
62,2020-03-16 12:00:00,32.918007160613975,296.71875,2.0,290.80414
63,2020-04-16 00:00:00,32.918007160613975,296.71875,2.0,291.6541
64,2020-05-16 12:00:00,32.918007160613975,296.71875,2.0,292.50217
65,2020-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.12637
66,2020-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.90402
67,2020-08-16 12:00:00,32.918007160613975,296.71875,2.0,299.3582
68,2020-09-16 00:00:00,32.918007160613975,296.71875,2.0,299.04407
69,2020-10-16 12:00:00,32.918007160613975,296.71875,2.0,296.44952
70,2020-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.1462
71,2020-12-16 12:00:00,32.918007160613975,296.71875,2.0,293.22458
72,2021-01-16 12:00:00,32.918007160613975,296.71875,2.0,291.96286
73,2021-02-15 00:00:00,32.918007160613975,296.71875,2.0,291.32523
74,2021-03-16 12:00:00,32.918007160613975,296.71875,2.0,291.63486
75,2021-04-16 00:00:00,32.918007160613975,296.71875,2.0,292.18024
76,2021-05-16 12:00:00,32.918007160613975,296.71875,2.0,293.38757
77,2021-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.81552
78,2021-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.9035
79,2021-08-16 12:00:00,32.918007160613975,296.71875,2.0,299.46283
80,2021-09-16 00:00:00,32.918007160613975,296.71875,2.0,299.1191
81,2021-10-16 12:00:00,32.918007160613975,296.71875,2.0,297.31934
82,2021-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.79248
83,2021-12-16 12:00:00,32.918007160613975,296.71875,2.0,292.9756
84,2022-01-16 12:00:00,32.918007160613975,296.71875,2.0,292.18976
85,2022-02-15 00:00:00,32.918007160613975,296.71875,2.0,291.8475
86,2022-03-16 12:00:00,32.918007160613975,296.71875,2.0,291.24097
87,2022-04-16 00:00:00,32.918007160613975,296.71875,2.0,291.42844
88,2022-05-16 12:00:00,32.918007160613975,296.71875,2.0,293.20273
89,2022-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.60895
90,2022-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.35873
91,2022-08-16 12:00:00,32.918007160613975,296.71875,2.0,299.04184
92,2022-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.65457
93,2022-10-16 12:00:00,32.918007160613975,296.71875,2.0,297.13974
94,2022-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.91382
95,2022-12-16 12:00:00,32.918007160613975,296.71875,2.0,293.31015
96,2023-01-16 12:00:00,32.918007160613975,296.71875,2.0,292.21582
97,2023-02-15 00:00:00,32.918007160613975,296.71875,2.0,290.9598
98,2023-03-16 12:00:00,32.918007160613975,296.71875,2.0,290.64926
99,2023-04-16 00:00:00,32.918007160613975,296.71875,2.0,291.3081
100,2023-05-16 12:00:00,32.918007160613975,296.71875,2.0,293.02893
101,2023-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.68582
102,2023-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.73428
103,2023-08-16 12:00:00,32.918007160613975,296.71875,2.0,298.8519
104,2023-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.73434
105,2023-10-16 12:00:00,32.918007160613975,296.71875,2.0,296.99365
106,2023-11-16 00:00:00,32.918007160613975,296.71875,2.0,294.63776
107,2023-12-16 12:00:00,32.918007160613975,296.71875,2.0,293.74396
108,2024-01-16 12:00:00,32.918007160613975,296.71875,2.0,291.97476
109,2024-02-15 12:00:00,32.918007160613975,296.71875,2.0,291.69742
110,2024-03-16 12:00:00,32.918007160613975,296.71875,2.0,291.7084
111,2024-04-16 00:00:00,32.918007160613975,296.71875,2.0,291.4427
112,2024-05-16 12:00:00,32.918007160613975,296.71875,2.0,292.8865
113,2024-06-16 00:00:00,32.918007160613975,296.71875,2.0,295.27185
114,2024-07-16 12:00:00,32.918007160613975,296.71875,2.0,297.81458
115,2024-08-16 12:00:00,32.918007160613975,296.71875,2.0,298.76056
116,2024-09-16 00:00:00,32.918007160613975,296.71875,2.0,298.9055
117,2024-10-16 12:00:00,32.918007160613975,296.71875,2.0,297.01797
118,2024-11-16 00:00:00,32.918007160613975,296.71875,2.0,295.13547
119,2024-12-16 12:00:00,32.918007160613975,296.71875,2.0,293.67938
120,2025-01-16 12:00:00,32.918007160613975,296.71875,2.0,292.7239
121,2025-02-15 00:00:00,32.918007160613975,296.71875,2.0,292.3313
122,2025-03-16 12:00:00,32.918007160613975,296.71875,2.0,292.4084
